industry,job_role,education_level,experience_years,ai_adoption_level,automation_risk,skill_shift_level,salary_change_percent,job_replacement_probability
IT,Technician,High School,15,0.9973548012811726,0.9970701800815429,1.0,34.14317462468463,0.6812308466528837
Manufacturing,Technician,Diploma,4,0.6852131105767632,0.9000862284713211,1.0,29.873081074954516,0.7249367298708873
Government,Support Staff,Diploma,8,0.40084443893657973,0.6530295937409905,0.8932323178404393,31.25922378394626,0.4761796699206125
Government,Nurse,Master,1,0.3454613635675674,0.2439158147451243,0.47176541627794233,14.013150394194694,0.2265437789989906
Finance,Nurse,Master,17,0.7965450837026508,0.6331283312684912,0.9002128052626104,37.418587144206306,0.422244365928423
Manufacturing,Manager,Master,5,0.8657827412117833,0.7489304153020773,0.9661401595419148,28.78446353723315,0.5630112689916985
Government,Software Engineer,High School,8,0.507074464271841,0.506822244781217,0.5741778680257624,18.04647734991499,0.4118007564959683
Manufacturing,Data Analyst,Bachelor,0,0.8910302835377402,0.735931302933431,1.0,34.972072399268185,0.633529691729078
Healthcare,Support Staff,Master,8,0.35963171479914535,0.5819291757200227,0.8519274159465717,26.0572671924906,0.3600974857132019
Finance,Manager,Master,24,0.7939356567509359,0.7270476593761164,0.9986897799394101,31.970230489518165,0.4818930080215924
Manufacturing,Teacher,High School,15,0.8131202605636827,0.6445397155795958,0.7021385849206299,24.873731289182736,0.5098665760576752
IT,Software Engineer,Master,12,0.7300430432901277,0.7213699447713215,0.9572582684894562,38.822560408739534,0.65936898545116
IT,Software Engineer,High School,8,0.9847120326856347,1.0,1.0,36.18544146298782,0.8302013918896116
Education,Support Staff,Diploma,20,0.3018622748804809,0.4327520028782833,0.6718313245674546,21.45592229578707,0.23737457502493167
Finance,Clerk,Master,12,0.7378424744968679,0.9095156444272682,1.0,35.701846729339536,0.6031761151890227
Finance,Data Analyst,Master,8,0.5787115758855693,0.598143754112435,0.971569300208424,29.716164201298092,0.5315207237088386
Education,Software Engineer,Diploma,10,0.40098322707092615,0.4130021646175562,0.6501155954690765,22.261731761153293,0.33619742554017396
Manufacturing,Support Staff,Diploma,3,0.8017059639305992,1.0,1.0,36.557037960118194,0.7168729872727847
Finance,Support Staff,Diploma,1,0.6971636247115663,0.862202166300349,1.0,28.946207604649103,0.6159763060590366
IT,Manager,Master,5,0.7996256409648391,0.7696031081340975,1.0,38.53574058999591,0.6678720404483717
IT,Teacher,Bachelor,13,0.7642184508261956,0.7060011618953297,0.9227099773804002,29.35222585579767,0.4717255378115552
Government,Clerk,Bachelor,3,0.49388087949807663,0.739930978578665,1.0,39.38707273123938,0.5453050230236839
Healthcare,Data Analyst,Bachelor,5,0.4003350226101848,0.4003511060010256,0.641434782257521,16.459401370035398,0.2565675679970134
Finance,Nurse,Master,18,0.65053600678543,0.5014140375132232,0.7445917638843864,21.24123807961139,0.2822454852834202
Manufacturing,Technician,Diploma,5,0.8663151501212998,0.86201289011144,0.8966562585068135,27.570172968954438,0.6642893374151589
Education,Teacher,Master,1,0.5460473426609886,0.4962371505005166,0.6953362823144664,18.772296648517305,0.4448357107182958
Education,Teacher,Diploma,17,0.39032961686556633,0.24786827231451564,0.5365782610063161,10.377715021743764,0.10529041421913825
Manufacturing,Manager,Master,12,0.8170879272604579,0.8464019171993797,1.0,36.338620574679474,0.587507216207118
Logistics,Nurse,Master,8,0.7381062907481009,0.5554890131831381,0.8030273963017844,26.907822112007107,0.3764610220951426
Retail,Software Engineer,Diploma,22,0.6611105984012704,0.5113092793914565,0.7878440983263361,30.720149888878787,0.3079438386873678
Healthcare,Software Engineer,Bachelor,18,0.5405770191672298,0.48150845013167837,0.6867875734947855,16.85547951475427,0.25342282634751034
Education,Manager,Diploma,12,0.3215613101191491,0.2439264281586279,0.3780553096047189,7.907347505418311,0.1400125379278863
Finance,Support Staff,High School,10,0.589358176776376,0.6674070481081897,0.8331658474107616,22.127352332732244,0.5483046865287675
Healthcare,Software Engineer,High School,0,0.4534931359145614,0.3549524160302619,0.5043853826755524,13.111072859999702,0.23442004440306874
Finance,Clerk,Diploma,23,0.7078308682833654,1.0,1.0,32.26873582841181,0.5384227831070166
Logistics,Data Analyst,Master,21,0.461483368445013,0.45059263853282777,0.6655505346337702,27.090508238619254,0.1997326556516128
IT,Teacher,High School,6,0.8726148640729889,0.7273886424567799,0.7927690474436349,27.299597937577524,0.5791741833884612
Healthcare,Teacher,High School,24,0.4775239834498812,0.48789462871279227,0.5202732090479629,16.300971588180218,0.34304092461019015
Government,Clerk,Master,20,0.3033346308713748,0.48435527239908915,0.7154079911523776,23.49140668123109,0.21565896296382506
Education,Nurse,Master,14,0.5578237997548442,0.48499537727465475,0.6795829664791553,16.949305056521137,0.4042437362069918
Healthcare,Software Engineer,Bachelor,0,0.5110008384532796,0.4205436470565358,0.49031456837144993,7.556148251491205,0.28899653408761294
Healthcare,Teacher,Master,11,0.38326856593644243,0.2920534135114259,0.48638168405756427,16.514685042841148,0.22090117600385628
Healthcare,Technician,Diploma,6,0.6393613688091864,0.6617204041894,0.6370173358400119,22.71921385155046,0.5119484603103627
Retail,Nurse,Diploma,14,0.3666744401027773,0.24008287700989528,0.3916079289809393,2.431329304588644,0.14145901653690335
Healthcare,Data Analyst,Bachelor,20,0.6043622284588688,0.58889264925567,0.8876717413850591,33.07486506005828,0.38803833149049816
Finance,Data Analyst,High School,18,0.7708671776197328,0.6430848410918286,0.796935320615923,30.093696736017897,0.43537901543860014
IT,Teacher,High School,24,0.7734109120751004,0.8018608723918469,0.8279987864107858,31.48490917797664,0.6355251814504043
Logistics,Manager,Master,0,0.7386757496972254,0.5863793586864119,0.6668542806384699,12.98859980712739,0.5362792428179372
Manufacturing,Nurse,Diploma,16,0.7304807920497587,0.6437790443994565,0.6645313341283013,17.716608821360385,0.4473778593209156
Healthcare,Teacher,High School,16,0.5121527786454788,0.5400602116789556,0.6309818308521481,16.598265596923294,0.292140680872536
Education,Manager,Bachelor,2,0.2658911485140424,0.17815530933544407,0.25062528851950555,3.658833559038827,0.11299682853824808
Healthcare,Teacher,Bachelor,11,0.45151021777711703,0.29027010871012776,0.4806606976598664,11.388124630401032,0.2151076019010172
Education,Technician,Diploma,5,0.5758534898098548,0.7762988483437626,0.8073585070111272,25.173071358795564,0.6234321168100734
Finance,Nurse,Bachelor,10,0.637138387149225,0.49584601952040014,0.7929693738370256,30.902338381320256,0.3558778330659681
Education,Support Staff,Bachelor,2,0.4413451821948689,0.5523816375369681,0.691426653031129,21.159230052657392,0.4806244835984971
Government,Data Analyst,Diploma,7,0.38620758764448815,0.47315130958177215,0.509094028662344,17.09324370843745,0.4147750581986609
Manufacturing,Teacher,Master,13,0.7566508814379427,0.6878971320640686,1.0,35.078106264098395,0.5335431472075534
IT,Technician,Master,13,0.671465834475149,0.7346673276432824,0.90466096532519,27.10297854185308,0.6086875634034434
Education,Manager,Bachelor,9,0.3767616891795549,0.22487270767521303,0.2638933984187867,6.834430057734429,0.16139821919066183
Education,Manager,Master,1,0.5030948958588939,0.4012647223742689,0.6509080443655435,16.995323384459915,0.3058563725131713
IT,Data Analyst,Master,13,0.720196087875544,0.6790718895647386,0.9326193611180347,28.747448312857426,0.4415394959637356
Manufacturing,Clerk,Bachelor,8,0.6212524321412262,0.9679891097712237,1.0,32.22874888364707,0.8606242536092465
Healthcare,Teacher,Master,2,0.35353171234115865,0.24938550795647274,0.3834623095794077,0.2654350073406526,0.18502260377454005
Education,Nurse,Bachelor,20,0.4031186743128734,0.41276403987772337,0.5680840085600092,17.183387482677034,0.29879924271728264
IT,Software Engineer,High School,7,0.9589570332356977,0.9106183702709295,0.9094471419358592,34.5626594500365,0.5791135107139037
Government,Manager,Diploma,15,0.21816533025555818,0.14496032199649847,0.12329412963698932,1.7512013057447922,0.02217793955142071
Government,Nurse,Diploma,1,0.26689154832360096,0.235782318440925,0.49259715789648706,15.55809859538564,0.2247584235121836
Finance,Nurse,Master,5,0.6085295884199643,0.5971790065525358,0.9022834381234552,25.105515023100445,0.4987016357648909
IT,Support Staff,Master,20,0.9061036577974746,1.0,1.0,35.584646590132685,0.6828597747569164
Finance,Nurse,Master,24,0.7242224574809053,0.5693938778392978,0.829174425344493,24.451594256310663,0.40058039275384094
Government,Nurse,Diploma,11,0.3455803666036493,0.24198043789585133,0.26242276374291673,6.271008508088927,0.15922876219428714
Manufacturing,Support Staff,High School,4,0.8156741287404315,1.0,1.0,32.10506914425528,0.8159203663868586
Healthcare,Manager,High School,1,0.5633708540799156,0.5305201918576639,0.47073741203433245,10.956587876251776,0.3581971313591309
IT,Nurse,Diploma,15,0.9636142798800267,0.8637550342284219,0.8150980351561522,30.258192838954315,0.731974244776061
Logistics,Clerk,High School,4,0.7363093621985426,0.8461028620809805,0.9218057312896943,29.439393944954112,0.7864275054448201
Government,Clerk,Diploma,14,0.2884847621312202,0.5159868490920433,0.6700815873005476,18.630979467127556,0.2964843246013349
Government,Technician,High School,11,0.2950035021719701,0.40347144623693076,0.5061093083404623,18.52147379671214,0.32736144824659685
Logistics,Support Staff,Bachelor,3,0.493874766527335,0.6713942882181333,0.6904734628213726,25.24516452724802,0.6276898720322456
Retail,Technician,Bachelor,14,0.46793765400110976,0.6152392116876808,0.7251545441091322,20.90519090127121,0.4482159968030576
Government,Support Staff,Diploma,10,0.5498403715516831,0.8592202651285756,0.9839398965230417,34.032796504470376,0.7058239862498488
Education,Teacher,High School,15,0.3920129090152713,0.2777264924610108,0.2535292074305451,8.082944238294798,0.14267732066101957
Manufacturing,Teacher,Master,22,0.6271709521411872,0.5501040531041574,0.9055231130242212,27.20696097795599,0.30182278911671323
IT,Nurse,High School,5,0.9168690095664436,0.815471859656784,0.745960110968286,21.52034397412266,0.7111216375968398
Logistics,Software Engineer,Bachelor,13,0.6398648512119296,0.5175739695320951,0.6881585241173102,16.77262418145058,0.4275525299368741
Education,Teacher,Bachelor,17,0.30236050733443337,0.20372369792212563,0.4457193180517288,11.567264899079028,0.09405828788498159
Logistics,Software Engineer,High School,11,0.583241388406303,0.40467250385767717,0.396285388904746,2.3288819551994164,0.28049645618363617
IT,Teacher,High School,10,0.7950644004387701,0.8636909449588275,0.9821752029079589,33.08066530754569,0.5594407729417892
Finance,Data Analyst,Master,12,0.7638403951992265,0.7671941242234888,1.0,32.04838889742402,0.4530308043149068
IT,Teacher,Master,20,0.6572349791121666,0.5898859364091638,0.7065038776924304,24.192374845664258,0.37544342032980893
Retail,Technician,High School,22,0.44415687637940865,0.6163874094619916,0.8374146166006936,36.035581536239604,0.3012982735542311
IT,Manager,High School,10,0.8311587054604327,0.8137182938543619,0.9074637802861872,34.4423033743994,0.6410641928630472
IT,Nurse,High School,22,0.7440963598584952,0.5517697519078093,0.5565009534131805,21.590248003086177,0.3225627755695252
Retail,Technician,High School,15,0.5699519165966496,0.6724819248465089,0.7232823212303037,25.170884303672636,0.5403318499870284
Manufacturing,Manager,Diploma,14,0.7186536177461158,0.5820120026243434,0.6412791619495791,14.156280466998163,0.37056968451578476
Government,Clerk,High School,20,0.3265985892008533,0.6121145471204252,0.7659034530970859,22.947227501898592,0.4249151237368006
IT,Technician,Master,14,0.9822230194046793,1.0,1.0,40.90077467736466,0.7681892326142852
Retail,Clerk,Bachelor,24,0.57125582471526,0.8559210990627448,1.0,36.193357415145016,0.43776042694207096
Education,Software Engineer,Diploma,3,0.2954794802937794,0.2168904151722833,0.5119093025272927,6.879559331497718,0.1314739681872505
Finance,Software Engineer,High School,10,0.6960320941051884,0.724150336505724,0.9010998388795632,32.97835713997477,0.4942923023025317
Finance,Data Analyst,Bachelor,18,0.7732561486203153,0.6481724626190465,0.8586568873600436,27.83305261841302,0.5314562704783303
IT,Teacher,Diploma,14,0.8979713941224791,0.6879809134659272,0.7567080179030514,22.07814376048737,0.4125878127906383
Manufacturing,Technician,Bachelor,3,0.6102312302533408,0.6498369339369393,0.8404453409857017,32.3957698110557,0.5690818942798817
Manufacturing,Clerk,High School,20,0.8903469996640362,0.9485336233665852,0.8629074838432271,35.128503873265075,0.8396916757379924
Education,Manager,High School,12,0.4070847760113121,0.24836174878385156,0.4090505252193211,7.702527455283544,0.17015649568085428
IT,Software Engineer,Master,21,0.7056587513090915,0.7428555512089652,0.9489399919912007,40.66543413340203,0.441021766985219
Finance,Teacher,High School,18,0.5630685139448518,0.61257014836186,0.5195782787681257,16.782381225596218,0.5029237012535094
Manufacturing,Software Engineer,High School,1,0.5843822472661782,0.4683885795850857,0.39026600911372944,8.66623983267495,0.31471619180546556
IT,Manager,Diploma,13,0.931231337952227,0.709269936190286,0.7948831985279008,20.747900450742076,0.5122391103572146
Logistics,Teacher,Master,3,0.49271067301264704,0.38159074843631957,0.6357882800927719,12.669735716351422,0.3515712097768801
Manufacturing,Teacher,Diploma,15,0.5937938399996114,0.46955392749336883,0.5820253096266131,18.788160451152454,0.3355981441926241
Retail,Clerk,Bachelor,20,0.6476650651662932,0.7462206245788316,0.9629421356310859,40.12068389519267,0.49307794288190043
Logistics,Clerk,High School,19,0.5706114295566459,0.915967649824222,0.9840706404011965,37.56810353110499,0.5942514620699825
Government,Technician,Bachelor,13,0.21080026650782538,0.27837163121873254,0.5099679771372039,9.156857703002077,0.1524875219568521
Manufacturing,Technician,Diploma,14,0.5681633548314439,0.6335064318214173,0.6602005544561976,15.898145505484788,0.45462544277613176
Finance,Support Staff,High School,2,0.5497596563463635,0.6147161980568066,0.5542113135710741,17.469739860587318,0.45820804379150437
Healthcare,Nurse,High School,7,0.4246876717914913,0.4324790813716863,0.5412309654906673,9.427021511575001,0.39278181869680995
Logistics,Support Staff,Diploma,15,0.6828011679834419,0.9367566659356517,1.0,36.242783526048306,0.8398151818290303
Government,Data Analyst,Diploma,9,0.2550641980006399,0.3499657544667107,0.30936943338243805,-1.8330156582426609,0.2891245594465542
Education,Software Engineer,Diploma,3,0.2916060369119752,0.2712702342088637,0.35443889413142626,-0.4822125553916896,0.2013761096332422
Education,Technician,Diploma,17,0.5176516995166978,0.5613145937384665,0.5484585486603148,18.148813901428547,0.41566770606178366
Finance,Clerk,Diploma,1,0.73486934935097,0.8831215522458159,1.0,35.470176925130204,0.8480868156246957
Manufacturing,Manager,High School,16,0.7023634775093327,0.6472953115716454,0.6858174994527962,20.159420354677138,0.5334096095904658
IT,Clerk,Diploma,12,0.8422584200180364,1.0,1.0,31.987317182916534,0.7350144549070727
Manufacturing,Software Engineer,High School,3,0.6591944071142465,0.6123564025593882,0.7943171791289716,28.108796309891417,0.40711877256489687
Finance,Support Staff,High School,24,0.6688751470823762,0.7035398203957195,0.7084238597402414,21.284312441949545,0.35592402366323533
Education,Clerk,Diploma,10,0.427335427143961,0.582402249100749,0.8691379855585086,29.615534186129445,0.44619065115060585
Manufacturing,Nurse,Diploma,6,0.6855330449123336,0.6293053703742671,0.7667774455799182,29.323491141451186,0.5205917145165417
Education,Data Analyst,Master,11,0.5673002737352569,0.619984875294158,0.8863866548583339,25.86162872297363,0.5324015153719647
Logistics,Software Engineer,High School,9,0.45562165274335215,0.4457864441885552,0.5840217748175631,21.371495076726845,0.2904009194989108
Government,Support Staff,Diploma,6,0.4737599420819362,0.5834539035432946,0.766809938993451,19.901163891529315,0.38344399630704795
IT,Nurse,Diploma,12,0.6935339909344636,0.6303099536718999,0.7591497137376716,25.371055614473974,0.43331337208991066
Logistics,Manager,Diploma,6,0.7291415761880198,0.5106571200171509,0.61072462190729,15.206700529332988,0.3651216070314661
Education,Support Staff,Master,23,0.4655691704868524,0.5687020358999682,0.6375257233620504,26.86780076931418,0.28102370068020194
Education,Teacher,Master,16,0.5451473318277409,0.4595618079571852,0.5172918538125981,11.76063776959016,0.3268495761086891
Healthcare,Nurse,Bachelor,9,0.38413001397431407,0.2663316394915708,0.3916180575780384,6.218708616040773,0.17553383116923227
Healthcare,Nurse,High School,9,0.5456432219349209,0.4136886413677714,0.4304699530895638,14.965469303295418,0.3283097195218266
Logistics,Data Analyst,Bachelor,23,0.625380758091769,0.6084022043212627,0.7440955085149151,26.52194257743286,0.35556375204335144
Retail,Software Engineer,Diploma,3,0.5971676140371756,0.4675799690992117,0.4660088394100782,9.601959160908562,0.34222912042325404
Logistics,Manager,Master,19,0.6370016931627865,0.40285938201135085,0.7112182766992461,20.898164309913973,0.23349216394613517
Healthcare,Data Analyst,Master,3,0.5392570984965864,0.476262411862278,0.8261999570339618,28.19536079025358,0.44082721618673076
Education,Support Staff,Bachelor,21,0.40035858025162263,0.5350850128716405,0.8636351352525528,25.236056507698205,0.2503491316028497
Finance,Data Analyst,Master,6,0.6080920484025693,0.5199041243792759,0.742230930611145,17.19454343392905,0.4543902462484092
Logistics,Nurse,Diploma,21,0.6187925264382673,0.5885355096885933,0.7838385043824933,28.66503574284183,0.3535548907370941
Education,Software Engineer,Master,0,0.2914723255689402,0.20629074799322694,0.5557336411957823,11.10810873963165,0.1957939855232993
Finance,Technician,Bachelor,11,0.8365296686440796,0.8327043622581299,0.97910625114085,39.69957776774979,0.7200571161737596
Finance,Data Analyst,Diploma,23,0.7500437672693094,0.7245887885536673,0.7828832667583228,32.66803529279795,0.44443068397070284
Healthcare,Teacher,Bachelor,12,0.6833634908407463,0.6663414671776479,0.9941950617263694,37.7032528818071,0.534947501670693
Logistics,Data Analyst,Master,9,0.5293545838154872,0.6544092540563753,0.8848960469333509,33.43806908553441,0.41692881878571836
Manufacturing,Support Staff,Bachelor,14,0.8577693570617848,1.0,1.0,37.80798219601232,0.8936985432573257
IT,Support Staff,Bachelor,12,0.9330764945972385,1.0,1.0,30.906985232521926,0.7315718725581684
Healthcare,Manager,High School,22,0.5870033443601858,0.4682051689369716,0.40605942403764644,13.85919451796452,0.2689975536823192
Healthcare,Support Staff,Master,21,0.568760215129822,0.8041442103749394,1.0,33.72230362462616,0.6163299559275967
Manufacturing,Clerk,Master,21,0.6607923828437545,0.9099618101764864,1.0,35.081314261202365,0.7479018202948907
IT,Software Engineer,Bachelor,20,0.9357437747377608,0.7428676195437542,0.8569062239505613,34.3915906230043,0.44431393259987395
Education,Software Engineer,High School,21,0.4255304115179068,0.3090901209216441,0.2761977970082374,5.067208166092061,0.16745445674621307
Retail,Technician,Master,8,0.37481205156194985,0.4311001219450322,0.6755241700044032,24.317876220399057,0.2993617208472601
Logistics,Technician,Diploma,8,0.5595021062992955,0.7489447854982572,0.9033165367396545,26.80566799140362,0.5434624568896216
Retail,Software Engineer,Bachelor,14,0.6773539844908647,0.6248726188534356,0.697320379289206,23.472758331296916,0.4870795875435369
Education,Teacher,Master,9,0.5477380912116961,0.5416981370568239,0.8896901488188398,24.841548367426935,0.38051154949537647
Government,Technician,Diploma,23,0.5436669943267887,0.5925358974332783,0.5720284255878262,20.058011073932537,0.34192693209560204
Healthcare,Manager,Master,24,0.5697976839114343,0.43189023875222055,0.6065228185604681,23.24393528852748,0.2870828706434931
IT,Support Staff,Diploma,9,0.7366285255991442,0.794094228375261,0.9822287731921437,35.019465521391126,0.49930922333616684
Healthcare,Software Engineer,Bachelor,7,0.40698526738690227,0.286610486435163,0.3825526137718832,3.809645637720467,0.21909808587541266
Finance,Nurse,Master,23,0.5654200542129616,0.584576835297183,0.924263153470628,28.567953932484663,0.3158646291892281
Healthcare,Technician,Master,15,0.356928480421539,0.46163186416139046,0.7705856034715317,21.109738763790354,0.2275647804978107
Healthcare,Software Engineer,High School,16,0.4867387388450787,0.3889846111774108,0.5651426067692578,18.09905305350491,0.19554405426532223
Education,Clerk,Bachelor,4,0.31699968817483987,0.6022763784372015,0.6439636659940522,22.99140757184251,0.4993619141658847
Education,Data Analyst,Diploma,3,0.39407941115984585,0.3892763470337331,0.3884678418321731,2.559465730111864,0.33464588051130423
Education,Support Staff,Master,17,0.5772480511435678,0.8864718762613901,1.0,39.22031378926118,0.4977402160845806
Retail,Software Engineer,Master,23,0.5006890733275164,0.4032076888158857,0.634534696635032,25.551474107564943,0.15222545431304896
Finance,Data Analyst,Diploma,18,0.8072945739446922,0.7780101168167959,0.9898157436615866,36.39229460614153,0.6614719896012827
Government,Technician,Bachelor,3,0.4119266683155568,0.46676317566172887,0.7595489874280451,24.81089398438592,0.3003718239401581
Government,Data Analyst,High School,6,0.2864960441314872,0.2806150429134588,0.4271324034984719,12.201141957545014,0.24022211557817166
Education,Support Staff,High School,9,0.374549165740724,0.49964372092274717,0.7246526294584706,19.537470218518305,0.31966900174677004
IT,Software Engineer,Master,24,0.6793718375375003,0.6576658168560637,0.9662260452216394,33.842920126190286,0.4778223248166189
Retail,Clerk,Diploma,17,0.46671190775860366,0.783826536259302,0.8410202967109172,23.253443551532744,0.5094592474585388
Manufacturing,Teacher,Master,18,0.7871393309262369,0.8203669016870981,0.9631453512055985,40.49867037502557,0.6898105945948978
IT,Technician,Diploma,3,0.6752388825253023,0.6493057622402417,0.8429731198456232,31.544329128209185,0.5662320285643941
Logistics,Software Engineer,High School,9,0.5218904929673103,0.4695482248487784,0.4370529238901434,12.642200740169617,0.3262411248240769
Logistics,Support Staff,Bachelor,0,0.583504364494659,0.6653541809399928,0.6978043647235873,14.350108664281207,0.4502490725262424
IT,Technician,Diploma,22,0.9937173379555868,0.8655425361703655,1.0,36.7700346763941,0.6745667599007485
Education,Manager,High School,17,0.524701638035608,0.4485092595478749,0.6360838089705093,15.24647245133155,0.30336850249962893
Manufacturing,Data Analyst,Master,4,0.8067203612722365,0.8493134987372091,0.9347964436016614,25.056883169228346,0.5329193106204486
Manufacturing,Teacher,Diploma,14,0.5906668347839061,0.4148020278224565,0.6419639911509617,21.082575184344442,0.2009888994603048
Retail,Support Staff,Bachelor,16,0.623348562765247,0.6773121201380083,0.9613623216610502,39.99125747970952,0.5519847272887588
Manufacturing,Manager,Master,2,0.8248440840306053,0.8860106880273718,1.0,38.2344162811858,0.6463477765852745
Logistics,Nurse,Master,11,0.6603859434685149,0.45421100719133706,0.5242696156950075,16.15319048550019,0.3413657745488485
Finance,Software Engineer,High School,1,0.8466266236994302,0.7543272220830608,0.715433670019576,15.554202160859381,0.6052318998760454
Education,Clerk,Diploma,0,0.36383886707359314,0.6054991567028654,0.8030983530095417,21.429394337496976,0.576556602839568
Manufacturing,Technician,Master,22,0.8794453568846481,0.8059976843105171,1.0,35.24068072262349,0.6725724816190262
Retail,Data Analyst,Bachelor,20,0.6701558902347762,0.6036009036618063,0.9180252499704892,36.46893694161875,0.5029265000326792
Logistics,Technician,Diploma,16,0.4540182309122823,0.5123903221706423,0.6663304734647463,24.811861456734952,0.2806149017614946
Finance,Teacher,Bachelor,21,0.6575407842661838,0.6685304170506118,0.7119679957504339,22.859833284648573,0.5314659709443743
Healthcare,Software Engineer,Master,15,0.6919864815680506,0.6268922432967459,0.7193874602234862,22.38704366946819,0.3908483163107274
Healthcare,Technician,Bachelor,4,0.3860924768428265,0.5003994592600955,0.7527957843349838,17.20991876638833,0.4087350290310594
Finance,Data Analyst,High School,14,0.6917246430341618,0.8754547651265178,0.8397793979142832,26.05971352716788,0.6540190304510567
Logistics,Software Engineer,Bachelor,2,0.7926351274643865,0.8184129843490622,0.9333479092148741,29.816078040801017,0.527121041981948
Retail,Technician,Diploma,6,0.544423398437051,0.614732002163501,0.7352562045861708,17.69032576300077,0.5702673261663254
Finance,Clerk,Bachelor,10,0.5664353560402546,0.7886227370460466,0.7972904441976995,25.317279517956734,0.484224452895717
Education,Support Staff,Bachelor,9,0.4537641305324064,0.666672555990614,0.7537592154475902,27.957274442235168,0.5489229945228279
Education,Software Engineer,High School,8,0.3215542008823414,0.28744359071138,0.330204953688928,5.435075152702399,0.22581414826883603
Healthcare,Support Staff,Bachelor,13,0.5318964920130694,0.7187692422441159,0.8166419537167381,22.296046177714164,0.6022699630777602
Manufacturing,Nurse,Bachelor,12,0.5759147762693219,0.5490593802900041,0.5967889949036521,13.555560596627636,0.32292668499702
Retail,Software Engineer,Master,24,0.5619189342250416,0.37738971005015337,0.6821940002788225,23.19326221444969,0.18442121437987746
Healthcare,Clerk,Master,24,0.5308764786948553,0.7507918619397015,1.0,36.13784579786174,0.5859696663536909
Manufacturing,Support Staff,Diploma,1,0.8090564790665121,0.9083468552674014,0.9484644969177051,29.185626595849914,0.6816536540396376
Manufacturing,Manager,Master,2,0.7707451649055748,0.5228611342744003,0.8439079573866064,26.727067460120367,0.4154583983149709
Government,Data Analyst,Master,6,0.3923621939857649,0.36184787516550104,0.5467916227059608,14.818374080841727,0.2397495805086234
Education,Manager,Master,20,0.4914225972368424,0.4019569652243057,0.6292969920232067,23.880703484358595,0.22648672980131176
Logistics,Technician,Master,17,0.5003796697502808,0.5931843333020912,0.9427847095146946,31.916910689711074,0.48489785781410916
IT,Clerk,High School,2,0.8583758814405115,0.991733631556116,1.0,37.06559539648704,0.7926035627694351
Logistics,Manager,Master,9,0.5102387109879722,0.390812661158488,0.7226035591191502,20.380494909713352,0.2850683389199965
IT,Software Engineer,High School,21,0.9739327727481584,0.8961801121639504,0.8440759204691753,24.848612288407697,0.6042295017153144
Finance,Technician,High School,6,0.5239169366959615,0.5389135309687921,0.46331533001059744,10.69944166253438,0.40708097668054644
Education,Technician,Master,8,0.40063116239177765,0.5180353324099998,0.8807269875907953,30.287542340323565,0.29947423600297385
Manufacturing,Manager,Bachelor,16,0.7935291171794057,0.774003849242168,0.909745843592051,37.35304590910462,0.49996954292751045
Retail,Nurse,High School,10,0.5103077740838905,0.514481329581866,0.5152392169062543,15.898500673531135,0.36302746486371884
IT,Manager,Bachelor,6,0.6822333386315158,0.5966362557851488,0.8502799447767874,32.47586934488871,0.49016475539983473
Logistics,Nurse,Bachelor,23,0.6436826556443476,0.5809617884199375,0.8737072472228874,36.81699264794605,0.35413720353271155
Manufacturing,Clerk,Master,13,0.7745711680895742,0.852192844375954,1.0,36.85488932309891,0.5896851923037776
IT,Data Analyst,Diploma,18,0.8963273088466777,0.838341455710685,0.8989404551045145,32.38546526374053,0.5687976867737091
IT,Manager,Master,3,0.7806409350619656,0.5182458805388461,0.866520217459432,28.282701391637637,0.3658084542593145
Government,Teacher,Diploma,5,0.39728098986006677,0.42026962112678634,0.38459650165780723,12.046812266728299,0.38416315541677704
IT,Nurse,Diploma,9,0.8077402662286196,0.6049045526450332,0.5722860746559347,18.830885660480572,0.458649657626692
Retail,Manager,Master,6,0.5852196135632887,0.3788845861881288,0.6471163044990829,13.59542455996748,0.2180532034057556
Education,Support Staff,Master,12,0.4542449385636865,0.7225222582763167,0.7946094874667577,29.4985678173809,0.4145570919715163
Retail,Software Engineer,Diploma,13,0.5340146768456971,0.5773432084040602,0.6409564173826167,15.489495368996462,0.5068795626546843
Healthcare,Teacher,Master,3,0.437333528393387,0.4287153684386646,0.7141799636250881,20.10630495119647,0.29689377965528496
Manufacturing,Teacher,Diploma,7,0.5507064812118819,0.3643692978325591,0.43241271145153837,5.384088081437639,0.30457866787433985
Education,Nurse,Bachelor,4,0.3109285863590002,0.1833848071256714,0.24624473062970498,2.156009664735481,0.10294050635959312
Government,Support Staff,Master,0,0.24097311449845904,0.4217302899143204,0.570203007563165,18.186852174658853,0.41009346824586956
Education,Support Staff,Bachelor,3,0.4071796607538314,0.5316592007169909,0.691810567004642,17.215818139609063,0.49329062630801446
Education,Technician,High School,2,0.46429035276664565,0.45205919336649647,0.5184442427409154,6.714119817839444,0.3741972457097666
Logistics,Nurse,Bachelor,8,0.5245797530396829,0.45298280997455337,0.727032890946074,19.898397269472895,0.25586550945521824
Education,Data Analyst,Bachelor,7,0.5786699835885154,0.7295772134043375,0.9921308437053669,36.114230261927844,0.5050577173821684
Government,Software Engineer,Diploma,0,0.20233874522836073,0.13123861983103313,0.24112485142568044,-3.204260155190981,0.1039918978563751
Retail,Clerk,Bachelor,5,0.6203053553078699,0.8997781130294419,1.0,31.33734601064564,0.7047402414630245
